kommune_navn,fylke,målform,kommune_nr,from_url,pdf_link
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2014_05%2F1051332_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13521311-1727944795/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Salto%20-%20sammen%20lager%20vi%20et%20trygt%20Oslo/Deltakerunders%C3%B8kelse%20Oslo%20snakker%202024.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/tobias2017.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2014_10%2F1073010_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=18812e38abb845d1af34ddf8be81496f_03f6ce05f9b94fa919bcc669107bdd18.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13509677-1713436556/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Salto%20-%20sammen%20lager%20vi%20et%20trygt%20Oslo/Ungdom%20utnyttet%20til%20kriminalitet%20_digital.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/tobias2016.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bfbda10aa21c4da8bb61de203bde54db_5d66ee4ce20b3f9b2891c5ba127a6ed2.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13491148-1740987045/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Sentrale%20planer%20og%20styringsdokumenter/Oslostandard%20for%20SaLTo-arbeidet.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13489429-1695896645/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Salto%20-%20sammen%20lager%20vi%20et%20trygt%20Oslo/Personvernerkl%C3%A6ring%202023.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/tobias2015.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13467050-1668083305/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202023/Tilleggsinnstilling%20til%20budsjett%202023/TI%202023%20Vedlegg%207%20Strategisk%20boligplan%20for%20eldre%20med%20hjelpebehov%20%282023-2032%29.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13480979-1686222460/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Salto%20-%20sammen%20lager%20vi%20et%20trygt%20Oslo/SaLto_rekruttering_mentorer_Velferdsetaten.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias2014.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias2013-1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=67e5908e4acf471b9c940a16f33877d1_f52b5ca9c9605409eed56cc06de756aa.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://konfliktraadet.no/wp-content/uploads/2021/06/SLT-handboken-juni-2021.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias2012-1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=f153ed9ae1b747ae922019fe9294c49d_b2e989b2934afade50cb9e0995752eb3.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/satsingsomrader-og-prosjekter/salto-forebygging-av-rus-og-kriminalitet/,https://www.oslo.kommune.no/getfile.php/13381010-1601979343/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Etater%2C%20foretak%20og%20ombud/Velferdsetaten/Fagrapporter%20rusomsorg/Oslostandard%20for%20opps%C3%B8kende%20arbeid%20med%20utsatte%20unge.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias%202%202011%20WEB.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=9f4961e426e649d2b300ecf348f60036_a5b5144819c67413167621f2696ef2a1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias_1_2011.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias_2_2010.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=740c392849994df2a9bb779902366699_e2dbd245382e350358e10168f8385d11.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias%201_2010_for_nett.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=c26aacb4e90f48f4b82f4f65c6c2a905_67c50a95194c9da2bdbc24bf68ac7d5f.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias%202_2009%20for%20nett.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=1a555eb9736447c893867e9d289e6be9_bc388fa0b4b51b12d71085119365c59a.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_06%2F1314829_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias_1_2009_for_nett.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias_1_2_2008_for_nett.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/plan-bygg-og-eiendom/skal-du-bygge-rive-eller-endre/send-byggesoknad-selv/sok-med-hjelp-av-fagfolk,https://www.oslo.kommune.no/getfile.php/131016-1444739460/Tjenester%20og%20tilbud/Plan%2C%20bygg%20og%20eiendom/Byggesaksveiledere%2C%20normer%20og%20skjemaer/Rolleveileder%20i%20byggesaker.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2020_05%2F1354992_2_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2018_06%2F1257620_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias_2_3_2007_for_nett.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2012%2Fbr1%2F2012005043-1009029.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias%201_07%20for%20nett.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2012_08%2F983702_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tobias_2_3_2006.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/OBA/tobias.asp,https://www.oslo.kommune.no/OBA/tobias/tobiasartikler/pdf_arkiv/Tob2006_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=2f02e4ff4e5a45bb81603d5a5aa1c224_1df6824b4a8b64bb861f95327bd4f5bf.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=3294f3d8382948cdb635947b268d4974_71fdc088146f7531a954a3d886f60b3f.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=9167761bd0f8416b8517a5768a7256d1_11ae066f9d1217235207c857a5cf86a8.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=9637bbc809044368872356fd7bbee8d8_304901c58812de23641bb1e9f9234553.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=084e90116da84c65a49f077c296e6fab_aa64529a995ef261c60842b60b476152.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13489255-1695971072/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Milj%C3%B8%20og%20klima/Slik%20jobber%20vi%20med%20milj%C3%B8%20og%20klima/Handlingsplan%20for%20b%C3%A6rekraftig%20sunn%20og%20mer%20plantebasert%20mat%20i%20Oslo%20kommune.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=1b012b41a81d4f32a3b9efba80432628_5fdf2a79946df337add542f77f34662b.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=96826ef2bb9f4e7bb51d4627b45ed2c1_140e99541b74784ea375e291ffc14791.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=f4339fbbf45a4f229006e87528607449_d346bcc88b0b49194b45594801722920.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=33b35e5958d1431b867fa488cd541323_82b20521b097eceaa47e982e658a2946.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=20fb201944734708a099cf44a9dbb284_52ea1145e54159df9d99d75b3ac1a391.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13411368-1625213740/Tjenester%20og%20tilbud/Gate%2C%20transport%20og%20parkering/Luftkvalitet%20i%20Oslo/Handlingsplan%20for%20bedre%20luftkvalitet%20vedtatt%20av%20Oslo%20bystyre.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_08%2F1318102_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2020_05%2F1357532_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_08%2F1318654_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2019_09%2F1325507_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2019%2Fbr2%2F2019019881-2076985.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13468893-1671013008/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Bystyret/Budsjett%202023/Bystyrets%20vedtak%20Budsjett%202023%20og%20%C3%B8konomiplan%202023-2026.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_08%2F1317012_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2018_12%2F1283723_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F2018%2Fbr1%2F2017023387-1960790.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2018_06%2F1257718_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2013_11%2F1029334_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2014_02%2F1037347_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_06%2F1314885_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2020_09%2F1373881_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2019_01%2F1287214_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2018_12%2F1284060_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2018_12%2F1282629_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2018_06%2F1257697_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://www.oslo.kommune.no/getfile.php/13520889-1727257125/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202025/Budsjettforslag%202025/Vedlegg%207%3A%20Behovsplan%20for%20idrett%202025-2034%20med%20vedlegg.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=d3d590da2b9d4139af33f698dbca9247_7e01b53ca9fe52e1b93b569208c402a6.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2017_12%2F1231635_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2018_02%2F1235844_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2016_03%2F1137292_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2016_12%2F1175979_4_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2016_03%2F1138121_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2016_06%2F1149324_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=2762aae5f6144c34a8ccadf6e28d8b4d_4b1f249b032f060efca781aa1034e2cb.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=e4d0846c7b1a412aaa1efe7b36585b98_cda4d5f29e11c8d524ae4048b366608e.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2013_09%2F1019851_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2014_03%2F1040680_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=ba4704cf48384b6a95b7c23226cf5d71_bc603cb2230320b1bd77110ee59f48d8.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=eb9a66c4ed994d8888886f905e8458d6_5bf53f42b51d1338ae59e3df6d5a6c06.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=cb7e8869e4d6439c972f96ff71900866_8ad841a1482b04a881c42eec98a20640.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819837&filnavn=byr%2F0%2Fvedlegg%2F2015031750-1464832.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2015_12%2F1125577_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=vedlegg%2F2012_01%2F969751_1_1.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/sentrale-planer-og-styringsdokumenter/,https://einnsyn-fillager-api.api.oslo.kommune.no/fil?virksomhet=976819853&filnavn=bystyret%2F2012_04%2F976869_2_1.pdf
