kommune_navn,fylke,målform,kommune_nr,from_url,pdf_link
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sondre-nordstrand/politikk-og-politiske-moter/utvalg-og-komiteer-i-bydel-sondre-nordstrand/miljo-samferdsel-og-byutviklingskomiteen/tidligere-moter-i-sondre-nordstrand-miljo-samferdsel-og-byutviklingskomite/mote-i-sondre-nordstrand-miljo-og-byutviklingskomite-9,https://www.oslo.kommune.no/getfile.php/13298120-1538654127/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20S%C3%B8ndre%20Nordstrand/Politikk%20Bydel%20S%C3%B8ndre%20Nordstrand/Politiske%20saker/2018/2018-10-18%20Sak%20fra%20A%20-%20Rullering%20av%20trafikkplan%20for%20Bydel%20S%C3%B8ndre%20Nordstrand/Sak%20fra%20A%20-%20Rullering%20av%20trafikkplan%20for%20Bydel%20S%C3%B8ndre%20Nordstrand.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sondre-nordstrand/politikk-og-politiske-moter/utvalg-og-komiteer-i-bydel-sondre-nordstrand/miljo-samferdsel-og-byutviklingskomiteen/tidligere-moter-i-sondre-nordstrand-miljo-samferdsel-og-byutviklingskomite/mote-i-sondre-nordstrand-miljo-og-byutviklingskomite-9,https://www.oslo.kommune.no/getfile.php/13298117-1538654055/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20S%C3%B8ndre%20Nordstrand/Politikk%20Bydel%20S%C3%B8ndre%20Nordstrand/Politiske%20saker/2018/2018-10-25%20Sak%20fra%20A%20-%20Tiltak%20for%20%C3%A5%20bedre%20trafikksituasjonen%20i%20krysset%20Ljabruveien_Slimeveien/Sak%20fra%20A%20-%20Tiltak%20for%20%C3%A5%20bedre%20trafikksituasjonen%20i%20krysset%20Ljabruveien%20-%20Slimeveien.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sondre-nordstrand/politikk-og-politiske-moter/utvalg-og-komiteer-i-bydel-sondre-nordstrand/miljo-samferdsel-og-byutviklingskomiteen/tidligere-moter-i-sondre-nordstrand-miljo-samferdsel-og-byutviklingskomite/mote-i-sondre-nordstrand-miljo-og-byutviklingskomite-9,https://www.oslo.kommune.no/getfile.php/13299468-1539342559/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20S%C3%B8ndre%20Nordstrand/Politikk%20Bydel%20S%C3%B8ndre%20Nordstrand/Politiske%20saker/2018/2018-10-25%20Sak%20fra%20H%20%E2%80%93%20Gangforbindelse%20mellom%20Mortensrud%20Kirke%20og%20Lofsrud%20G%C3%A5rd/Sak%20fra%20H%20-%20Gangforbindelsen%20mellom%20Mortensrud%20kirke%20og%20Lofsrud%20G%C3%A5rd.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sondre-nordstrand/politikk-og-politiske-moter/utvalg-og-komiteer-i-bydel-sondre-nordstrand/miljo-samferdsel-og-byutviklingskomiteen/tidligere-moter-i-sondre-nordstrand-miljo-samferdsel-og-byutviklingskomite/mote-i-sondre-nordstrand-miljo-og-byutviklingskomite-9,https://www.oslo.kommune.no/getfile.php/13299474-1539342719/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20S%C3%B8ndre%20Nordstrand/Politikk%20Bydel%20S%C3%B8ndre%20Nordstrand/Politiske%20saker/2018/2018-10-25%20Sak%20fra%20H%20-%20Kollektivtilbudet%20i%20bydel%20S%C3%B8ndre%20Nordstrand%20%E2%80%93%20Rosa%20busser/Sak%20fra%20H%20-%20Kollektivtilbudet%20i%20bydel%20S%C3%B8ndre%20Nordstrand%20%E2%80%93%20Rosa%20busser.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/politikere-i-bydel-sagene/,https://www.oslo.kommune.no/getfile.php/13494646-1699351577/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Bydelsutvalget%202023-2027%20-%20Konstituering%20-%20Valg_BUm%C3%B8te02112023.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/politikere-i-bydel-sagene/,https://www.oslo.kommune.no/getfile.php/13497995-1738591950/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Medlemsoversikt%20i%20Bydelsutvalgets%20organer%202023-2027.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-gamle-oslo/politikk-og-politiske-moter/lokalstyret-for-omradeloft-gronland-og-toyen/nye-mulighetsomrader-innenfor-omradeloftene-toyen-og-gronland,https://www.oslo.kommune.no/getfile.php/13274449-1521723915/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Gamle%20Oslo/Politikk%20Bydel%20Gamle%20Oslo/Lokalstyret%20for%20omr%C3%A5del%C3%B8ft%20Gr%C3%B8nland%20og%20T%C3%B8yen/2018/2018-04-04/2018-4%20Nye%20mulighetsomr%C3%A5der%20innenfor%20omr%C3%A5del%C3%B8ftene%20T%C3%B8yen%20og%20Gr%C3%B8nland.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-gamle-oslo/politikk-og-politiske-moter/lokalstyret-for-omradeloft-gronland-og-toyen/nye-mulighetsomrader-innenfor-omradeloftene-toyen-og-gronland,https://www.oslo.kommune.no/getfile.php/13274452-1521723927/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Gamle%20Oslo/Politikk%20Bydel%20Gamle%20Oslo/Lokalstyret%20for%20omr%C3%A5del%C3%B8ft%20Gr%C3%B8nland%20og%20T%C3%B8yen/2018/2018-04-04/2018-4%20Vedlegg%201%20Konseptmandat%20Private%20utleie%20for%20stabilitet%20og%20trygghet.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-gamle-oslo/politikk-og-politiske-moter/lokalstyret-for-omradeloft-gronland-og-toyen/nye-mulighetsomrader-innenfor-omradeloftene-toyen-og-gronland,https://www.oslo.kommune.no/getfile.php/13274455-1521723940/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Gamle%20Oslo/Politikk%20Bydel%20Gamle%20Oslo/Lokalstyret%20for%20omr%C3%A5del%C3%B8ft%20Gr%C3%B8nland%20og%20T%C3%B8yen/2018/2018-04-04/2018-4%20Vedlegg%202%20Konseptmandat%20kvalitetskartlegging%20i%20barnehager.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-gamle-oslo/politikk-og-politiske-moter/lokalstyret-for-omradeloft-gronland-og-toyen/nye-mulighetsomrader-innenfor-omradeloftene-toyen-og-gronland,https://www.oslo.kommune.no/getfile.php/13277609-1523523470/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Gamle%20Oslo/Politikk%20Bydel%20Gamle%20Oslo/Lokalstyret%20for%20omr%C3%A5del%C3%B8ft%20Gr%C3%B8nland%20og%20T%C3%B8yen/2018/2018-04-04/Protokoll%20fra%20Gamle%20Oslo%20Lokalstyrem%C3%B8te%2001-18.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-gamle-oslo/politikk-og-politiske-moter/lokalstyret-for-omradeloft-gronland-og-toyen/videreforing-av-eksisterende-prosjekter-innenfor-omradeloftene-toyen-og-gronland,https://www.oslo.kommune.no/getfile.php/13274443-1521723885/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Gamle%20Oslo/Politikk%20Bydel%20Gamle%20Oslo/Lokalstyret%20for%20omr%C3%A5del%C3%B8ft%20Gr%C3%B8nland%20og%20T%C3%B8yen/2018/2018-04-04/2018-3%20Videref%C3%B8ring%20av%20eksisterende%20prosjekter%20innenfor%20omr%C3%A5del%C3%B8ftene%20T%C3%B8yen%20og%20Gr%C3%B8nland.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-gamle-oslo/politikk-og-politiske-moter/lokalstyret-for-omradeloft-gronland-og-toyen/videreforing-av-eksisterende-prosjekter-innenfor-omradeloftene-toyen-og-gronland,https://www.oslo.kommune.no/getfile.php/13274446-1521723898/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Gamle%20Oslo/Politikk%20Bydel%20Gamle%20Oslo/Lokalstyret%20for%20omr%C3%A5del%C3%B8ft%20Gr%C3%B8nland%20og%20T%C3%B8yen/2018/2018-04-04/2018-3%20Vedlegg%20Styringskort%20videref%C3%B8rte%20prosjekter.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-gamle-oslo/politikk-og-politiske-moter/lokalstyret-for-omradeloft-gronland-og-toyen/videreforing-av-eksisterende-prosjekter-innenfor-omradeloftene-toyen-og-gronland,https://www.oslo.kommune.no/getfile.php/13277609-1523523470/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Gamle%20Oslo/Politikk%20Bydel%20Gamle%20Oslo/Lokalstyret%20for%20omr%C3%A5del%C3%B8ft%20Gr%C3%B8nland%20og%20T%C3%B8yen/2018/2018-04-04/Protokoll%20fra%20Gamle%20Oslo%20Lokalstyrem%C3%B8te%2001-18.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2024/budsjettjustering-2024/,https://www.oslo.kommune.no/getfile.php/13524553-1731575733/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202024/Budsjettjustering%202024/Budsjett%202024%20-%20Budsjettjustering%20p%C3%A5%20grunn%20av%20endrede%20skatteinntekter%20og%20endret%20rammetilskudd%20m.m..pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354533-1434459115/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Byr%C3%A5dets%20%C3%A5rsberetning-2012-web.pdf.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/132647-1421585437/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Regnskap/Oslo%20kommunes%20regnskap%202012.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354581-1434461857/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/%C3%85rsregnskap%201023.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354554-1434461236/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/V2%20-%20byr%C3%A5dens%20fullstendighetserkl%C3%A6ring.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354557-1434461258/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Vedlegg%204%20-%20fremf%C3%B8ring.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354560-1434461295/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Vedlegg%206.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354563-1434461332/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Vedlegg%203.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354566-1434461548/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/V7.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354569-1434461696/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Vedlegg%208.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354572-1434461740/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Vedlegg%201.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1354578-1434461770/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Vedlegg%205.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1348512-1432905612/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Byr%C3%A5dets%20budsjett%20-%20dok%203%202012.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1348515-1432905646/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Tilleggsinnstillingen-Byr%C3%A5dssak%20244-11-redusert.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1348518-1432905671/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Del%201-samlet-bokmerker.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1348521-1432905697/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Del%202-2012-samlet%20-med%20bokmerker.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk-og-administrasjon/politikk/budsjett-regnskap-og-rapportering/tidligere-ars-budsjetter-og-regnskap/budsjett-og-regnskap-2012/,https://www.oslo.kommune.no/getfile.php/1348524-1432905729/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Tidligere%20budsjetter/Gr%C3%B8nt%20hefte%202010_LAV.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/forslag-til-avtale-mellom-sagene-eldrerad-og-sagene-frivilligsentral-om-regnskapsforing-og-rekruttering-av-lyttevenner,https://www.oslo.kommune.no/getfile.php/13311465-1548777886/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Politiske%20saker%20Bydel%20Sagene/2019/ER%2019-4%20Forslag%20til%20avtale%20mellom%20Sagene%20Eldrer%C3%A5d%20og%20Sagene%20Frivilligsentral%20om%20regnskapsf%C3%B8ring%20og%20rekruttering%20av%20lyttevenner.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/forslag-til-avtale-mellom-sagene-eldrerad-og-sagene-frivilligsentral-om-regnskapsforing-og-rekruttering-av-lyttevenner,https://www.oslo.kommune.no/getfile.php/13312882-1549447954/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Sagene%20eldrer%C3%A5d/2019/Protokoll%20Sagene%20eldrer%C3%A5d%2004.02.2019.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/rapport-etablering-av-erindringsgrupper-i-bydel-sagene,https://www.oslo.kommune.no/getfile.php/13311459-1548776029/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Politiske%20saker%20Bydel%20Sagene/2019/BU%2019-12%20Rapport%20-%20Etablering%20av%20erindringsgrupper%20i%20Bydel%20Sagene.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/rapport-etablering-av-erindringsgrupper-i-bydel-sagene,https://www.oslo.kommune.no/getfile.php/13314396-1552569735/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Sagene%20bydelsutvalg/2019/Protokoll%20Sagene%20bydelsutvalg%2014.02.2019.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/rapport-etablering-av-erindringsgrupper-i-bydel-sagene,https://www.oslo.kommune.no/getfile.php/13313447-1549636970/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Sagene%20helse-%20og%20mestringskomit%C3%A9/2019/Protokoll%20Sagene%20helse-%20og%20mestringskomit%C3%A9%2007.02.2019.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/rapport-etablering-av-erindringsgrupper-i-bydel-sagene,https://www.oslo.kommune.no/getfile.php/13312882-1549447954/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Sagene%20eldrer%C3%A5d/2019/Protokoll%20Sagene%20eldrer%C3%A5d%2004.02.2019.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/arsmelding-2018-for-eldreradet,https://www.oslo.kommune.no/getfile.php/13311441-1548776014/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Politiske%20saker%20Bydel%20Sagene/2019/BU%2019-11%20%C3%85rsmelding%202018%20for%20Eldrer%C3%A5det.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/arsmelding-2018-for-eldreradet,https://www.oslo.kommune.no/getfile.php/13314396-1552569735/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Sagene%20bydelsutvalg/2019/Protokoll%20Sagene%20bydelsutvalg%2014.02.2019.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/arsmelding-2018-for-eldreradet,https://www.oslo.kommune.no/getfile.php/13313447-1549636970/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Sagene%20helse-%20og%20mestringskomit%C3%A9/2019/Protokoll%20Sagene%20helse-%20og%20mestringskomit%C3%A9%2007.02.2019.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/bydeler/bydel-sagene/politikk-og-politiske-moter/2019/arsmelding-2018-for-eldreradet,https://www.oslo.kommune.no/getfile.php/13312882-1549447954/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Bydeler/Bydel%20Sagene/Politikk%20Bydel%20Sagene/Sagene%20eldrer%C3%A5d/2019/Protokoll%20Sagene%20eldrer%C3%A5d%2004.02.2019.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/kommuneregnskap-2023/,https://www.oslo.kommune.no/getfile.php/13517712-1722507144/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202023/Oslo%20kommunes%20regnskap%202023%20-%20Dokument%20nr%209.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/budsjettjustering-2023/,https://www.oslo.kommune.no/getfile.php/13467056-1700135201/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202023/Tilleggsinnstilling%20til%20budsjett%202023/Budsjettjustering%202023%20p%C3%A5%20grunn%20av%20%C3%B8kte%20skatteinntekter%20og%20endret%20rammetilskudd%20m.m..pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/bystyrets-budsjettvedtak-2023/,https://www.oslo.kommune.no/getfile.php/13468893-1671013008/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Bystyret/Budsjett%202023/Bystyrets%20vedtak%20Budsjett%202023%20og%20%C3%B8konomiplan%202023-2026.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/bystyrets-budsjettvedtak-2023/,https://www.oslo.kommune.no/getfile.php/13468887-1671013001/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Bystyret/Budsjett%202023/Budsjett%20-%20Merknader.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/bystyrets-budsjettvedtak-2023/,https://www.oslo.kommune.no/getfile.php/13468881-1671012996/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Bystyret/Budsjett%202023/Budsjett%20-%20Generelle%20vedtak.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/bystyrets-budsjettvedtak-2023/,https://www.oslo.kommune.no/getfile.php/13468890-1671013005/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Bystyret/Budsjett%202023/Budsjett%20-%20Tallforslag.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/bystyrets-budsjettvedtak-2023/,https://www.oslo.kommune.no/getfile.php/13468884-1671012998/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Bystyret/Budsjett%202023/Budsjett%20-%20Verbalforslag.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/bystyrets-budsjettvedtak-2023/,https://www.oslo.kommune.no/getfile.php/13468878-1671012993/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Politikk/Bystyret/Budsjett%202023/Budsjett%20-%20Takster%2C%20avgifter%20og%20satser.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/byradets-forslag-til-revidert-budsjett-2023/,https://www.oslo.kommune.no/getfile.php/13480170-1686231114/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202023/Revidert%20budsjett/Revidert%20budsjett%202023%20-%20effekt%20av%20regnskap%202022%20mv.%20%282%29.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/byradets-forslag-til-revidert-budsjett-2023/,https://www.oslo.kommune.no/getfile.php/13480173-1686231137/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202023/Revidert%20budsjett/Vedlegg%201%20Forslag%20til%20endringer%20i%20bykassens%20drift-%20og%20investeringsbudsjett.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/byradets-forslag-til-revidert-budsjett-2023/,https://www.oslo.kommune.no/getfile.php/13480179-1686231160/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202023/Revidert%20budsjett/Vedlegg%202%20Tabellarisk%20oversikt%20over%20alle%20bykassekapitler.pdf
Oslo,Oslo,nøytral,0301,https://www.oslo.kommune.no/politikk/budsjett-regnskap-og-rapportering/budsjett-og-regnskap-2023/byradets-forslag-til-revidert-budsjett-2023/,https://www.oslo.kommune.no/getfile.php/13480176-1685439720/Tjenester%20og%20tilbud/Politikk%20og%20administrasjon/Budsjett%2C%20regnskap%20og%20rapportering/Budsjett%202023/Revidert%20budsjett/Vedlegg%203%20Oversikt%20over%20ytterligere%20til%20disposisjon%20-%20overf%C3%B8ring%20av%20ubrukte%20investeringsmidler.pdf
